ds,yhat,yhat_lower,yhat_upper
2015-02-23,676.6554030751955,-1948.9027947069096,3159.3052771721254
2015-02-24,42.27199571811525,-2423.232673439439,2604.327959599372
2015-02-25,-857.6437694259594,-3412.128957082063,1675.6157565014512
2015-02-26,334.1190355566109,-2448.074190466904,2912.9148166248942
2015-02-27,911.6578490889228,-1613.7235242410902,3560.025645415047
2015-02-28,662.7217745257564,-1992.586575214583,3359.7047276411135
2015-03-01,896.608572197737,-1732.3599671492634,3484.5356004673245
2015-03-02,1202.0081877279376,-1331.451903422856,3879.054856945594
2015-03-03,620.3297251317924,-1886.5590118744892,3051.5377326402545
2015-03-04,-235.16393615965376,-2690.554896102377,2093.8305028392874
2015-03-05,991.8667979980402,-1711.4683166668767,3690.5917889709667
2015-03-06,1594.843786728747,-850.7854684972149,4285.4477674336395
2015-03-07,1361.0496711811454,-1192.905253964748,3900.0091669201615
2015-03-08,1599.5332011147098,-1100.6171725553377,4106.530407160006
2015-03-09,1898.955950325087,-919.3876775544209,4640.384890853747
2015-03-10,1300.9172953576679,-1231.9606434000782,3830.505555799975
2015-03-11,419.0819681482078,-2227.0340053699324,2927.1098181138486
2015-03-12,1610.3910935306046,-836.2511806170317,4267.325444467891
2015-03-13,2169.0513500774005,-593.7236578905483,4689.41443958655
2015-03-14,1883.2930666856687,-619.5208040226785,4504.21492798047
2015-03-15,2063.251648809156,-483.9077383034497,4578.769198308739
2015-03-16,2298.787543828259,-351.73737882521704,4902.440773314034
2015-03-17,1632.782312883245,-857.4844429474498,4196.297809214835
2015-03-18,680.2358565742119,-1965.42845185481,3174.098502193171
2015-03-19,1799.4464672915497,-806.5950895239929,4400.08274621998
2015-03-20,2285.969113320766,-484.99786850693266,4896.37250164321
2015-03-21,1929.3435196844055,-806.3150796252339,4460.584155584457
2015-03-22,2040.947158371575,-498.02234014104494,4809.563547477936
2015-03-23,2211.789025043643,-502.74445117799894,4768.171674834406
2015-03-24,1485.7823692588586,-824.1425808518304,4127.98917152377
2015-03-25,478.8219432524022,-2168.9961175139524,3116.592525742638
2015-03-26,1549.9478654599286,-1136.0114513295478,4170.2490940406615
2015-03-27,1995.2918237011736,-746.9199846683009,4274.215420705004
2015-03-28,1604.7973925080987,-972.6474102193289,4224.801871898035
2015-03-29,1690.0696728244059,-1003.7803082572038,4179.350525228589
2015-03-30,1842.1701123587532,-666.7818078164072,4393.970785571118
2015-03-31,1104.8945425760094,-1470.331089793635,3809.8841937436946
2015-04-01,93.85975973992777,-2391.431574473789,2546.020404518037
2015-04-02,1167.680409700612,-1383.8240690815287,3686.510245257034
2015-04-03,1621.931476841744,-1248.81644781123,4318.980881148568
2015-04-04,1245.8876516249948,-1319.2939702505898,4003.530196376519
2015-04-05,1350.3942240268916,-1165.132404695818,3913.404011339111
2015-04-06,1525.684755115861,-1133.5727377146166,3883.0641189503567
2015-04-07,814.6829286150252,-1773.5874061790526,3598.3093036955565
2015-04-08,-167.88673535009752,-2609.8677789474796,2475.7576398493625
2015-04-09,935.7018166920491,-1696.3933611816938,3373.253318325543
2015-04-10,1420.161536613432,-1344.317000633629,3988.7112308651917
2015-04-11,1073.9530059179792,-1508.7187910694695,3567.996672524707
2015-04-12,1207.174657928834,-1453.8227754028005,3758.109948676707
2015-04-13,1409.3972872492932,-1133.3538254815885,4084.909875732091
2015-04-14,722.9798699953081,-1785.2845971632917,3170.9140116302033
2015-04-15,-237.80768286246303,-2721.882372291975,2340.7332580346315
2015-04-16,884.4199200783573,-1749.0703109494787,3321.378234420783
2015-04-17,1384.1563928155892,-1168.585549960796,4140.750024818158
2015-04-18,1049.7638772185521,-1563.3718421141405,3460.028895290125
2015-04-19,1191.360284967606,-1383.604110039355,3753.9037653574446
2015-04-20,1398.6477172980867,-1196.1271787110484,3854.949945123376
2015-04-21,714.219246806939,-2005.8173951727526,3327.272329413884
2015-04-22,-247.33121333744157,-2824.6540505501143,2359.5654987309904
2015-04-23,871.7853673464122,-1768.4840032370041,3337.1797354011783
2015-04-24,1366.5268521436526,-1264.7444943050284,3775.958116735294
2015-04-25,1025.7642701597165,-1485.5535091079855,3574.30329017607
2015-04-26,1160.1514905523168,-1491.901011195678,3784.1063543928562
2015-04-27,1359.9357324574542,-1205.9842287422061,3920.47571810981
2015-04-28,668.2467099168715,-1936.623226112152,3259.979346996156
2015-04-29,-299.8103677851284,-2952.522997248576,2385.7597060043204
2015-04-30,814.0238414107365,-1687.1710511799972,3375.391158921377
2015-05-01,1305.122534334951,-1481.0028289112258,4178.949492712058
2015-05-02,962.705107484067,-1607.1112605905603,3453.647637213273
2015-05-03,1097.6971432297798,-1299.8336087461576,3599.812414379392
2015-05-04,1300.5337542012503,-1242.628219066734,3765.3315340634554
2015-05-05,614.4442309548052,-2013.5957745186417,3055.2616975021688
2015-05-06,-345.4567201904431,-2880.1152497463736,2292.749150445923
2015-05-07,779.010619725978,-1737.7856304655086,3254.4890072923076
2015-05-08,1283.0542951384182,-1496.5748701958437,3889.8327251272444
2015-05-09,955.649079814928,-1483.7599123250488,3507.552057072858
2015-05-10,1107.4047597390509,-1369.305805844591,3761.626839869799
2015-05-11,1328.379722561644,-970.1731768796753,3966.182070657267
2015-05-12,661.377460033246,-1930.1080147181801,3062.416208255516
2015-05-13,-278.94910721286897,-2826.661304172986,2485.8546362660327
2015-05-14,865.0958818078332,-1611.846033486014,3444.826626903046
2015-05-15,1388.228864043891,-1199.7663405366118,3918.9954104883873
2015-05-16,1078.939565158079,-1617.07237308129,3537.14656540268
2015-05-17,1247.3731649163774,-1293.1512152430928,3824.852497936311
2015-05-18,1483.1569516068814,-1047.3880601787475,4099.942639021827
2015-05-19,828.7087126406063,-1649.176094510279,3411.5143756999432
2015-05-20,-101.64854662526,-2788.0548768699055,2342.7160086334497
2015-05-21,1049.5155409640154,-1469.6030970514912,3696.6996643455464
2015-05-22,1576.7230000050833,-1352.8388267272674,4113.215305232726
2015-05-23,1268.3447636511146,-1286.8998834792321,3904.5464703086686
2015-05-24,1434.4851711080403,-1186.4509456618512,4073.660727365315
2015-05-25,1664.8087287535184,-819.457158948171,4180.335792576022
2015-05-26,1001.8464277633122,-1461.1268865316292,3693.703333531851
2015-05-27,60.106317951971505,-2435.1670435616684,2503.090471032833
2015-05-28,1197.269599858055,-1458.1867670089518,3744.399219024752
2015-05-29,1708.1671785208455,-838.142736379678,4378.3527735381585
2015-05-30,1381.5277432879147,-1167.6688787345022,3904.733602001217
2015-05-31,1527.8519605841893,-743.3384693180853,4186.451371238774
2015-06-01,1737.2756090339917,-655.9798068747031,4235.108792848614
2015-06-02,1052.7218369254517,-1694.9075241512344,3610.1099466824194
2015-06-03,89.14248668218397,-2238.7968228940344,2680.815378124817
2015-06-04,1204.655185718416,-1580.1084785208407,3874.330865745009
2015-06-05,1694.5089220765792,-900.8226947710103,4178.162754571238
2015-06-06,1347.8219795715988,-1141.6061075259229,4009.287501209301
2015-06-07,1475.4470875852053,-1204.0642486229583,3978.483584817001
2015-06-08,1667.7793536817635,-922.1175210231833,4356.927786388953
2015-06-09,968.0447933489178,-1540.6296701324648,3518.0601082477096
2015-06-10,-8.605366144594882,-2597.1891808484193,2377.4171320893206
2015-06-11,1096.0870743896471,-1591.999774923107,3611.8510397272526
2015-06-12,1577.4517976512368,-767.2735662494104,4094.968188918718
2015-06-13,1224.628571933798,-1271.624894395588,3749.49643382584
2015-06-14,1348.4347217586449,-1225.1053006023449,4100.108034816738
2015-06-15,1539.1769104428772,-1119.6312609986383,4091.241400358133
2015-06-16,839.9448813107555,-1701.2125073354673,3519.788726434164
2015-06-17,-134.28786962583445,-2723.701138242159,2545.026529635863
2015-06-18,974.524958904701,-1546.8089677529797,3469.0900492948235
2015-06-19,1461.4749458273168,-1181.490510213769,3961.879517062539
2015-06-20,1115.4459104135237,-1271.1020340130108,3788.101006000269
2015-06-21,1246.9898703467832,-1117.7631886573374,3946.3644600319785
2015-06-22,1446.1471694930049,-965.4396214340161,4022.521963884723
2015-06-23,755.7481654843039,-1761.307292506592,3441.2651472514476
2015-06-24,-209.47878657451065,-2827.8668452378524,2269.880179341147
2015-06-25,908.2881848522553,-1656.893823433451,3460.5635484367076
2015-06-26,1403.9423855957332,-1170.9491461623177,3984.721785526351
2015-06-27,1066.199804960634,-1408.2485669518974,3663.654406785445
2015-06-28,1205.4781046487296,-1587.9393925792897,3782.7838381906636
2015-06-29,1411.7184690801719,-991.9576830874329,3931.0031779184583
2015-06-30,727.6876990301137,-1961.8835952586967,3119.744480400541
2015-07-01,-231.91467927358713,-2697.4570497177406,2383.6675297098423
2015-07-02,890.7370272811547,-1622.1141225957688,3463.730062973568
2015-07-03,1390.5694323764337,-1218.1927824130673,3899.765091481749
2015-07-04,1056.3572190798918,-1299.0856477644932,3794.095982494679
2015-07-05,1198.5972710595693,-1216.25675174872,3850.951956960981
2015-07-06,1407.325108942248,-1148.9691750844493,4007.086789427252
2015-07-07,725.411229915378,-1932.1898407517695,3416.295705515518
2015-07-08,-232.33765338430635,-2969.293497966406,2457.3276219199784
2015-07-09,892.0090662262756,-1716.5183442635962,3506.997421192686
2015-07-10,1393.4752064805718,-1192.840036972455,3865.473648119829
2015-07-11,1060.920033595551,-1554.653569580551,3907.958566628521
2015-07-12,1204.9081905760734,-1280.0152484243276,3899.3928869165034
2015-07-13,1415.522792622837,-1137.7679829709393,4058.6078372844427
2015-07-14,735.6594098638694,-1812.7907997512814,3335.260384166727
2015-07-15,-219.87398037931916,-2693.620135049938,2334.345339543729
2015-07-16,906.8305167910262,-1751.141075089966,3531.356703557515
2015-07-17,1410.882752803349,-1182.3983799005778,3892.49867874992
2015-07-18,1080.9435247099264,-1264.2113815890048,3728.920606287593
2015-07-19,1227.4928732962496,-1279.314182777023,3825.9905619704195
2015-07-20,1440.515396925229,-949.0307665917244,3801.8534047162007
2015-07-21,762.7989913237824,-1751.658036272567,3356.0888029889393
2015-07-22,-190.95983799639316,-2773.352313311717,2370.8231286330383
2015-07-23,937.0373057977384,-1609.2504090660796,3437.188187643613
2015-07-24,1441.666957226148,-1022.975824715826,4078.7780432402915
2015-07-25,1111.63403395862,-1378.3910789789477,3788.9013921294727
2015-07-26,1257.350557396984,-1330.9978610134056,3950.3054342109613
2015-07-27,1468.758000860441,-1029.6475193515614,4002.111021355529
2015-07-28,788.630639955403,-1762.5884147920215,3291.9613620171062
2015-07-29,-168.3153681983374,-2948.5858730469586,2525.675497596354
2015-07-30,955.7740578743125,-1492.7148659851032,3624.8946577319666
2015-07-31,1455.8687943069456,-1015.6880537586812,4253.4284081727
2015-08-01,1120.8051464507132,-1516.9196731164602,3603.901183356008
2015-08-02,1261.1636639466674,-1268.4102437291776,3868.331933363558
2015-08-03,1467.0892691387905,-1227.1409294997545,3820.820924012563
2015-08-04,781.5910947400217,-1915.9701729112528,3252.393957897971
2015-08-05,-180.35318034934585,-2717.2723586765687,2547.707042071085
2015-08-06,939.3928392387966,-1704.1140809825165,3442.912399025309
2015-08-07,1436.0952722836416,-1246.8490648061877,4099.035255052722
2015-08-08,1098.8929125264112,-1456.1747357309773,3707.028870602197
2015-08-09,1238.6667405815854,-1155.2240217619358,3785.1373124415013
2015-08-10,1445.8513508105273,-1248.7863377003107,4112.318422837663
2015-08-11,763.7259272577215,-1704.2934168487773,3298.7265926394625
2015-08-12,-192.49019506244372,-2780.751592473451,2475.0444778379992
2015-08-13,935.5442025351266,-1500.8761772844541,3428.297988379509
2015-08-14,1443.2553734733171,-1119.9733152210688,3900.7277376036964
2015-08-15,1119.8905160976387,-1397.281231416661,3948.6408865127264
2015-08-16,1276.3812728298174,-1219.8351741355286,3847.4154734200197
2015-08-17,1503.150362089347,-1125.024042358589,3926.938353323876
2015-08-18,843.3991359405953,-1765.103580828868,3331.860350940126
2015-08-19,-87.79877627392148,-2591.24210667471,2400.468037187615
2015-08-20,1067.6839331263989,-1558.8080088676625,3586.0274238595953
2015-08-21,1604.9927000544592,-851.2933281038545,4202.618092643217
2015-08-22,1313.0299302163046,-1263.0547205730152,4089.004736601058
2015-08-23,1502.323021828418,-1114.8845352039675,4044.5735798655523
2015-08-24,1762.8370316078567,-794.1510260318217,4373.539593397845
2015-08-25,1137.269656044508,-1313.7575092221236,3733.5633376226324
2015-08-26,240.15353150041892,-2333.424124436442,2778.451517270348
2015-08-27,1429.0473361539205,-1318.6577015727512,4039.124925795021
2015-08-28,1998.5107703642834,-708.0477143284622,4656.839141628361
2015-08-29,1736.8545225829316,-939.5325974597092,4300.563251415232
2015-08-30,1954.0197603125744,-640.6993329343102,4499.835970945145
2015-08-31,2239.4023502214422,-356.5164774296207,4702.166360629374
2015-09-01,1635.159220492506,-862.7585613896412,4239.724923433189
2015-09-02,755.5148693423811,-1854.5273457354174,3312.538439753652
2015-09-03,1957.3829916057323,-674.3549814242848,4639.588803673637
2015-09-04,2534.930615789689,-113.87665103017065,5082.113318829491
2015-09-05,2276.143119145256,-347.3775929671489,4810.176371608074
2015-09-06,2490.710757660686,-205.78693127880118,4934.049399614778
2015-09-07,2767.8585207207134,-10.386128960501505,5396.434586652588
2015-09-08,2149.6566175205453,-546.8300603498608,4603.355637247911
2015-09-09,1250.1362757814916,-1418.9587393053914,3624.8200759622155
2015-09-10,2426.4920620092544,-77.76662679230174,5101.324758824065
2015-09-11,2973.065580925596,529.6594712255359,5372.462285203001
2015-09-12,2678.1015014115314,11.96714959115625,5139.381765601997
2015-09-13,2851.6303500369704,264.81047908376104,5464.015653880761
2015-09-14,3083.2932403265872,775.4871896819782,5656.477564785915
2015-09-15,2415.6459760706857,-149.41241221252395,4886.529993809663
2015-09-16,1463.2673629947506,-884.9911914964669,4018.788619081536
2015-09-17,2583.9531094281847,7.007093490794195,5102.412102243632
2015-09-18,3072.690357762911,494.6496888981742,5888.224866577077
2015-09-19,2718.403985569339,220.35838726517358,5448.279685750543
2015-09-20,2831.829311482742,136.1462348079122,5409.008672721651
2015-09-21,3003.3265653467697,424.781800622681,5565.4686045640265
2015-09-22,2276.1747452254917,-269.8573158959909,4763.524619444553
2015-09-23,1265.6698685434253,-1376.5835179189392,3911.5303142835405
2015-09-24,2330.3091562259756,-144.63412284790064,4945.479289774712
2015-09-25,2765.756332164925,226.30355339279492,5335.244130756564
2015-09-26,2361.57929766533,-106.99368521112733,5108.479760947502
2015-09-27,2429.114915578437,-127.46216441033698,4989.151757037227
2015-09-28,2559.2763415497066,5.740136401827018,5073.63010822709
2015-09-29,1795.8405812727092,-780.9311104763618,4219.134962634572
2015-09-30,754.5413166440109,-1916.7157298997392,3306.0491469879416
2015-10-01,1794.2485561040266,-677.9404088912872,4516.421806769327
2015-10-02,2210.930290691871,-428.4988249661142,4699.526880321179
2015-10-03,1794.387400086684,-992.0662254088601,4261.312962964333
2015-10-04,1856.1165159633633,-631.753468716565,4396.242742065991
2015-10-05,1987.1162438584392,-730.3061282623027,4571.140806713788
2015-10-06,1231.1743803078275,-1461.2024507738556,3673.452957652047
2015-10-07,203.96112303189852,-2429.5108104092897,2792.322346726197
2015-10-08,1264.2097841205862,-1228.617687889722,3857.514924497562
2015-10-09,1707.6801446024401,-900.1134108594049,4299.538403043042
2015-10-10,1323.8956556336216,-1238.3957483874997,3751.989275218575
2015-10-11,1424.0091601857448,-1040.0521264085578,4068.297395839459
2015-10-12,1598.612509526093,-1108.4028384753633,4038.312849459296
2015-10-13,891.0276910593603,-1923.3692380239518,3409.2387429554424
2015-10-14,-83.59554839574616,-2580.3943821909215,2783.2393041900827
2015-10-15,1032.9059179073763,-1451.24304162474,3544.7294755099274
2015-10-16,1535.6773486035115,-1040.5598434369456,4086.211290195899
2015-10-17,1213.5892208550706,-1420.1527791497085,3775.829501433592
2015-10-18,1377.3229242718169,-1422.6553039567427,4025.102998676758
2015-10-19,1616.546426199893,-1018.8353805114,4141.789560712155
2015-10-20,973.8535239748112,-1604.3993001036683,3536.9657606801643
2015-10-21,63.6556388142119,-2574.7392892645153,2867.2936302838857
2015-10-22,1243.3756273733227,-1103.526108375053,4136.871746939717
2015-10-23,1807.425099621304,-685.9848156432774,4646.513483129364
2015-10-24,1543.956385988765,-991.9449685575395,4223.255651440674
2015-10-25,1762.7437475721208,-866.3447989790719,4483.923672291049
2015-10-26,2053.00910235041,-509.4539556657964,4815.173970921798
2015-10-27,1456.7297583983957,-1189.1576500207218,3913.1668567508727
2015-10-28,587.7529859520972,-2026.2820689756156,3221.5015270384765
2015-10-29,1802.9987500529533,-973.4372869217257,4275.511338764058
2015-10-30,2396.4455296683263,-365.7214922388572,4949.183718945571
2015-10-31,2155.8901911347716,-361.1887815136536,4630.79321943053
2015-11-01,2390.8363270118184,-192.07565003051513,4936.858544639204
2015-11-02,2690.326147667515,140.65594777515557,5185.800605676402
2015-11-03,2096.2532328401335,-327.118364112803,4763.669545180355
2015-11-04,1222.480798955072,-1281.0595267411297,3762.7246182287286
2015-11-05,2426.0466410660547,-175.91853496312353,5012.544561569037
2015-11-06,3001.149531799796,447.3843174506799,5621.002676071319
2015-11-07,2735.907926471133,-13.998436401417063,5234.462282640062
2015-11-08,2940.245297509945,387.29975161847597,5565.171801917189
2015-11-09,3203.717132822684,542.0928351091575,5797.668740668189
2015-11-10,2568.8168927327297,-81.63986369478171,5066.635951093183
2015-11-11,1650.0856117452038,-599.2210115083528,4217.129431336236
2015-11-12,2805.306380394449,328.2777886054507,5256.854367661314
2015-11-13,3329.4786127162943,798.7705497858287,5890.0432149306625
2015-11-14,3011.563118861531,456.0247981247013,5604.874250241871
2015-11-15,3162.3525217418437,374.4339169324476,5594.465407746815
2015-11-16,3372.2823111272864,567.5881263136961,5769.931768048572
2015-11-17,2684.7201272745747,191.695484802148,5339.40207609631
2015-11-18,1715.0582911809192,-915.4631613734086,4160.529994056698
2015-11-19,2821.8911741433044,279.4790865077219,5598.492478813775
2015-11-20,3300.972688583076,711.0504595223168,5842.045617499508
2015-11-21,2941.9453061914974,128.4471787781741,5380.368167512001
2015-11-22,3056.195529637679,572.2748985329264,5603.272188107492
2015-11-23,3234.651489547457,691.8789472653388,5826.697901119837
2015-11-24,2521.0606177819973,-139.10587145552543,4910.690386201687
2015-11-25,1531.0727438990864,-1088.6114358764826,3959.041546053142
2015-11-26,2623.4104980625452,-0.007719768165957319,5212.252082678478
2015-11-27,3093.8225449878255,435.7537524141818,5612.245353732904
2015-11-28,2731.811241014775,259.91112100045217,5441.878478668462
2015-11-29,2848.48976351205,83.12426020738339,5230.391148547469
2015-11-30,3034.384437936177,304.0943919940573,5629.936480386551
2015-12-01,2332.72019447747,-65.36812035766991,4974.993706280652
2015-12-02,1358.514406604616,-1091.8350613727362,3951.504745903991
2015-12-03,2469.7608248316346,-5.947738804272461,4977.374235955862
2015-12-04,2961.5774924835614,362.35665703613944,5626.537586988393
2015-12-05,2622.416891016032,85.62475384537608,5175.784574906454
2015-12-06,2762.4790465105525,151.04099635684497,5397.517214985803
2015-12-07,2971.3568261766513,249.1698176236789,5465.510146782997
2015-12-08,2291.3439040554103,-272.40445355382155,4970.546503543989
2015-12-09,1336.5515221198493,-1237.1559235658035,4012.709427996375
2015-12-10,2464.115215351232,-205.39225800822294,4984.947725220878
2015-12-11,2968.186225121678,413.48202691959847,5439.10516422458
2015-12-12,2636.6983249217433,134.85041869028814,5235.895506312214
2015-12-13,2779.264191366323,79.41500224035488,5321.374335418284
2015-12-14,2985.0161032190263,340.5452761630584,5429.262532632472
2015-12-15,2295.9279542570425,-311.43501606539996,4828.239585810806
2015-12-16,1325.9429065879613,-1256.8910133280265,4051.0357171946193
2015-12-17,2432.18751616234,-30.445530409710614,5119.578430268155
2015-12-18,2908.9667972541506,301.41286341168393,5387.969355455823
2015-12-19,2544.530779953588,-101.57867128644203,5087.8981316400295
2015-12-20,2648.9666176212813,-66.34290794974982,5355.870520457189
2015-12-21,2812.0310492471936,197.92862946584106,5380.576753885249
2015-12-22,2076.46032434926,-620.2706916292431,4616.0056111610575
2015-12-23,1057.0821377603327,-1612.3431838076417,3776.710843619227
2015-12-24,2112.0107220587292,-272.20488299658,4754.496999108697
2015-12-25,2536.6199697344296,69.33853290463952,5295.393047408974
2015-12-26,2120.28562522566,-332.65777085047233,4784.617266957004
2015-12-27,2174.2511600053936,-535.9868478397569,4966.638794596312
2015-12-28,2289.432749123014,-208.3435682265145,4896.381650713445
2015-12-29,1509.7011131618715,-1000.9820172348036,4169.5010682103575
2015-12-30,450.9654562161578,-2089.6307109640534,3058.5203832636507
2015-12-31,1472.3413410165872,-1178.93808361811,4007.4570173432153
2016-01-01,1870.098059256649,-913.6749368096948,4376.577823616116
2016-01-02,1434.3771984630798,-1150.0775827877392,3992.9218896787957
2016-01-03,1477.037637626227,-1103.3286490507196,4082.30673289197
2016-01-04,1589.4429505975518,-880.2004294056785,4196.23038628803
2016-01-05,815.7294682419869,-1725.2177567637966,3442.1536443423383
2016-01-06,-228.11937025795237,-2861.6895079695078,2515.389309120831
2016-01-07,816.8897654118368,-1833.207613062515,3435.577339124279
2016-01-08,1246.7070626058367,-1311.34167302997,3756.739182248768
2016-01-09,850.9624953401491,-1607.48963533096,3539.706933810248
2016-01-10,940.8199112760808,-1597.1670659736972,3718.448754684166
2016-01-11,1106.778098060758,-1375.3403779543546,3587.86348203681
2016-01-12,391.9568067787218,-2186.9947925259253,3137.264851942366
2016-01-13,-588.8070210093235,-3093.3531151978555,2029.473724075468
2016-01-14,522.2288332624682,-2004.5276595814428,3035.6461821277007
2016-01-15,1019.6869849253765,-1537.2619396411849,3507.419531921438
2016-01-16,691.8237237581802,-1903.575441491607,3358.6599019621844
2016-01-17,848.4149251341498,-1699.6212756289492,3318.760612015552
2016-01-18,1078.5896534601347,-1314.3290480194062,3724.9848602736924
2016-01-19,424.14864641769327,-2156.1174473492756,3133.0312586378604
2016-01-20,-501.2203558940357,-2866.630793031379,2190.7133856461746
2016-01-21,659.0128692831485,-1912.7457871403412,3319.2740345671446
2016-01-22,1198.4862179876895,-1399.0939406434604,3753.618612104738
2016-01-23,904.6354539208876,-1815.6192487880821,3617.9775885592103
2016-01-24,1086.600823186816,-1452.2466993537605,3590.287899168626
2016-01-25,1333.0770954259428,-1096.2154939617988,3919.04451810498
2016-01-26,685.6437815586419,-2013.4960798066306,3399.2225606941033
2016-01-27,-242.1003465690585,-2866.9383899284985,2227.670259981114
2016-01-28,906.6822356562377,-1577.663765037549,3621.6461494805476
2016-01-29,1426.0666187763059,-1081.6345002227865,3948.4251269663846
2016-01-30,1104.134077385206,-1424.308897118259,3838.5444196196486
2016-01-31,1250.8645280596165,-1459.422188815157,3863.8737438747917
2016-02-01,1455.967658751146,-1041.998311704552,3872.0193684379747
2016-02-02,762.1899111927229,-1932.0307282457788,3421.9448686511887
2016-02-03,-215.57801777325494,-2859.7083338923308,2484.379652154378
2016-02-04,880.8881510142363,-1815.8461693268134,3447.1306187545297
2016-02-05,1347.1124986991986,-1321.9283360590616,4125.876688412023
2016-02-06,972.6532845958883,-1302.8560821368976,3786.2601419029425
2016-02-07,1068.9603380204896,-1606.6589863585832,3537.56167243064
2016-02-08,1227.1711449095374,-1335.3810619679514,3733.054893127057
2016-02-09,491.3836605584024,-2089.945111092098,3101.9632457347793
2016-02-10,-522.268655013085,-3017.2298751320404,2150.610401952398
2016-02-11,545.5425186293882,-2125.5999513195106,3083.494280990305
2016-02-12,991.2798359437854,-1727.9650670882324,3584.7767897587273
2016-02-13,605.2517937921673,-2069.7654700552102,3030.7220650087816
2016-02-14,699.4516920703207,-1855.156991725356,3224.990229935759
2016-02-15,865.3401753632106,-1781.4336652452246,3261.3528055741453
2016-02-16,147.10971677804469,-2355.2872818707674,2764.9995196448162
2016-02-17,-839.2432579392275,-3400.73306330672,1737.4759731635547
2016-02-18,265.2435602040764,-2241.170307879512,2836.05464997608
2016-02-19,756.4458317238654,-1865.997749177034,3142.2893232981764
2016-02-20,423.87729221890504,-2073.658820232232,3063.685612112672
2016-02-21,578.5468214470067,-2109.3322938479687,3168.0806253945516
2016-02-22,810.763540185284,-1725.099284488714,3458.174414761369
2016-02-23,163.42774140557913,-2311.792379905593,2641.0197883712212
2016-02-24,-748.8672944746281,-3455.380219431933,1913.0069909826627
2016-02-25,431.3588401189536,-2381.6899588654105,2852.3200348259725
2016-02-26,998.4550906526395,-1535.7318059706076,3617.19605209661
2016-02-27,740.3985160702464,-1798.4012623683254,3351.9520625653686
2016-02-28,966.6862773836123,-1647.6689162552032,3434.440511439928
2016-02-29,1266.1748823733706,-1444.6659919068527,3774.5694713142666
2016-03-01,680.403677579127,-2003.0548564831447,3448.6899013753896
2016-03-02,-177.2731338905653,-2708.4064217659143,2409.913461393373
2016-03-03,1049.5347836831215,-1444.8688506713665,3563.7868999555235
2016-03-04,1654.2587520515906,-1053.1096718698054,4130.944654555672
2016-03-05,1424.1498718069386,-1263.6077601091768,3997.2164863907756
2016-03-06,1668.1982946183941,-744.4158200681827,4393.100747697638
2016-03-07,1974.9439376914088,-644.6539686320251,4393.513134955629
2016-03-08,1385.842601616082,-1376.0904514553383,3924.495634402175
2016-03-09,514.384568218416,-2220.7738929691836,3103.01733454485
2016-03-10,1717.3100626696043,-838.8020903122696,4428.108381928539
2016-03-11,2288.6033860986176,-318.0947608581185,4861.586743628005
2016-03-12,2016.2564020466857,-640.015881420173,4429.624161831869
2016-03-13,2210.1556328014635,-205.35460616611508,5100.804825907608
2016-03-14,2459.908032202569,-50.084954366944736,5079.590844572874
2016-03-15,1808.1428580393247,-670.9425984739898,4425.245685915303
2016-03-16,869.6145495565995,-1691.8187056470379,3449.1892577862664
2016-03-17,2002.3881468629631,-751.900659430643,4551.151944632271
2016-03-18,2501.802530877111,-74.90427154472982,4949.7079641124255
2016-03-19,2157.2029345392775,-297.9895764293351,4622.426910192722
2016-03-20,2279.797739100019,-437.5741265993695,4882.382748946112
2016-03-21,2460.455351135406,-288.32157598466097,4989.839702566012
2016-03-22,1742.9792652924175,-881.470595448528,4331.131959552817
2016-03-23,743.1868364673115,-1757.006278207394,3346.575666011235
2016-03-24,1820.0738375597807,-594.0166675496876,4559.187544489245
2016-03-25,2269.760529432445,-154.44154337849747,4864.952926076287
2016-03-26,1882.2110401829632,-583.4032660340431,4561.185695529104
2016-03-27,1969.0813051220637,-733.8570337423794,4737.369531993403
2016-03-28,2121.511487339427,-418.8775166899568,4676.915424112429
2016-03-29,1383.4009935033444,-1474.6442995047337,3803.807376731023
2016-03-30,370.4915052808549,-2244.9873501300603,3068.4108897541655
2016-03-31,1441.5398908046798,-1250.0938575733476,3976.5535972043494
2016-04-01,1892.2764102203682,-660.193796774589,4485.5345878764065
2016-04-02,1512.139608759884,-1084.9756810200813,3932.088257944356
2016-04-03,1612.1426662977549,-939.9577077503586,4197.982616037804
2016-04-04,1782.6865760861756,-906.8301642727071,4528.091955746949
2016-04-05,1066.857671092324,-1377.262156750367,3470.5521428480215
2016-04-06,79.53428947346583,-2524.0564473008926,2536.7928137119434
2016-04-07,1178.5837996588841,-1324.981648378511,3892.619986797227
2016-04-08,1658.8447570690796,-815.8894593053249,4316.125950309715
2016-04-09,1308.884963142544,-1435.3277195620585,3913.7719552879416
2016-04-10,1438.8896079993276,-1162.2455718971685,4151.082944377265
2016-04-11,1638.4943322190522,-944.1433800362415,4305.262621299819
2016-04-12,950.100252429613,-1537.1063080989834,3742.0393824956054
2016-04-13,-12.004656347796526,-2413.5092410405427,2479.1929852430662
2016-04-14,1109.563084391919,-1321.7070781097882,3763.2297442606255
2016-04-15,1609.2729130366868,-986.0719832414821,4141.959549798221
2016-04-16,1275.4431378068157,-1373.9574021667852,3742.6630010030262
2016-04-17,1418.1304497100964,-1105.429458930163,3959.0756916475875
2016-04-18,1626.9609375693083,-866.0541043554541,4296.451375346536
